Temperature - (Celsius), Year, Statistics, Country, ISO3
2.645, 2001, Nov Average, Poland, POL
-3.4244, 2001, Dec Average, Poland, POL
-0.5948, 2002, Jan Average, Poland, POL
3.81136, 2002, Feb Average, Poland, POL
5.02005, 2002, Mar Average, Poland, POL
8.2664, 2002, Apr Average, Poland, POL
16.0772, 2002, May Average, Poland, POL
17.1261, 2002, Jun Average, Poland, POL
19.9368, 2002, Jul Average, Poland, POL
20.1716, 2002, Aug Average, Poland, POL
13.4035, 2002, Sep Average, Poland, POL
7.39381, 2002, Oct Average, Poland, POL
4.22656, 2002, Nov Average, Poland, POL
-4.7627, 2002, Dec Average, Poland, POL
-2.8359, 2003, Jan Average, Poland, POL
-4.2589, 2003, Feb Average, Poland, POL
2.78605, 2003, Mar Average, Poland, POL
7.16537, 2003, Apr Average, Poland, POL
15.3447, 2003, May Average, Poland, POL
17.7829, 2003, Jun Average, Poland, POL
19.4671, 2003, Jul Average, Poland, POL
19.3107, 2003, Aug Average, Poland, POL
13.984, 2003, Sep Average, Poland, POL
5.92073, 2003, Oct Average, Poland, POL
5.15574, 2003, Nov Average, Poland, POL
1.03355, 2003, Dec Average, Poland, POL
-4.4157, 2004, Jan Average, Poland, POL
0.38859, 2004, Feb Average, Poland, POL
3.83229, 2004, Mar Average, Poland, POL
8.66982, 2004, Apr Average, Poland, POL
11.9661, 2004, May Average, Poland, POL
15.3864, 2004, Jun Average, Poland, POL
17.4727, 2004, Jul Average, Poland, POL
18.8532, 2004, Aug Average, Poland, POL
13.587, 2004, Sep Average, Poland, POL
10.0249, 2004, Oct Average, Poland, POL
3.72578, 2004, Nov Average, Poland, POL
1.33966, 2004, Dec Average, Poland, POL
0.31058, 2005, Jan Average, Poland, POL
-2.8439, 2005, Feb Average, Poland, POL
0.83836, 2005, Mar Average, Poland, POL
8.76116, 2005, Apr Average, Poland, POL
13.2917, 2005, May Average, Poland, POL
15.7283, 2005, Jun Average, Poland, POL
19.189, 2005, Jul Average, Poland, POL
17.0964, 2005, Aug Average, Poland, POL
15.0978, 2005, Sep Average, Poland, POL
9.70109, 2005, Oct Average, Poland, POL
3.07523, 2005, Nov Average, Poland, POL
-0.3234, 2005, Dec Average, Poland, POL
-6.715, 2006, Jan Average, Poland, POL
-2.9312, 2006, Feb Average, Poland, POL
0.12693, 2006, Mar Average, Poland, POL
8.43469, 2006, Apr Average, Poland, POL
13.2347, 2006, May Average, Poland, POL
17.1179, 2006, Jun Average, Poland, POL
21.0388, 2006, Jul Average, Poland, POL
17.3495, 2006, Aug Average, Poland, POL
15.9638, 2006, Sep Average, Poland, POL
10.9658, 2006, Oct Average, Poland, POL
5.92697, 2006, Nov Average, Poland, POL
3.75042, 2006, Dec Average, Poland, POL
3.30483, 2007, Jan Average, Poland, POL
0.2826, 2007, Feb Average, Poland, POL
6.64529, 2007, Mar Average, Poland, POL
9.41237, 2007, Apr Average, Poland, POL
14.9295, 2007, May Average, Poland, POL
18.1766, 2007, Jun Average, Poland, POL
18.4932, 2007, Jul Average, Poland, POL
18.6965, 2007, Aug Average, Poland, POL
12.9549, 2007, Sep Average, Poland, POL
8.29151, 2007, Oct Average, Poland, POL
2.0929, 2007, Nov Average, Poland, POL
0.28244, 2007, Dec Average, Poland, POL
1.0902, 2008, Jan Average, Poland, POL
3.14274, 2008, Feb Average, Poland, POL
4.11908, 2008, Mar Average, Poland, POL
8.58716, 2008, Apr Average, Poland, POL
13.5834, 2008, May Average, Poland, POL
17.5145, 2008, Jun Average, Poland, POL
18.6535, 2008, Jul Average, Poland, POL
18.3987, 2008, Aug Average, Poland, POL
12.9345, 2008, Sep Average, Poland, POL
9.78764, 2008, Oct Average, Poland, POL
4.98279, 2008, Nov Average, Poland, POL
1.24884, 2008, Dec Average, Poland, POL
-2.9206, 2009, Jan Average, Poland, POL
-0.7253, 2009, Feb Average, Poland, POL
3.33833, 2009, Mar Average, Poland, POL
10.9279, 2009, Apr Average, Poland, POL
13.4138, 2009, May Average, Poland, POL
15.3148, 2009, Jun Average, Poland, POL
19.1542, 2009, Jul Average, Poland, POL
18.6783, 2009, Aug Average, Poland, POL
15.1861, 2009, Sep Average, Poland, POL
7.51667, 2009, Oct Average, Poland, POL
5.71333, 2009, Nov Average, Poland, POL
-0.8835, 2009, Dec Average, Poland, POL
-6.8253, 2010, Jan Average, Poland, POL
-1.6996, 2010, Feb Average, Poland, POL
3.58338, 2010, Mar Average, Poland, POL
8.52708, 2010, Apr Average, Poland, POL
12.5782, 2010, May Average, Poland, POL
16.8574, 2010, Jun Average, Poland, POL
21.1207, 2010, Jul Average, Poland, POL
18.8998, 2010, Aug Average, Poland, POL
12.4607, 2010, Sep Average, Poland, POL
6.45301, 2010, Oct Average, Poland, POL
5.4316, 2010, Nov Average, Poland, POL
-4.962, 2010, Dec Average, Poland, POL
-0.9494, 2011, Jan Average, Poland, POL
-3.0122, 2011, Feb Average, Poland, POL
3.47973, 2011, Mar Average, Poland, POL
10.4809, 2011, Apr Average, Poland, POL
13.8197, 2011, May Average, Poland, POL
17.8551, 2011, Jun Average, Poland, POL
17.8775, 2011, Jul Average, Poland, POL
18.5888, 2011, Aug Average, Poland, POL
15.1858, 2011, Sep Average, Poland, POL
8.7405, 2011, Oct Average, Poland, POL
3.13571, 2011, Nov Average, Poland, POL
2.71334, 2011, Dec Average, Poland, POL
-0.8453, 2012, Jan Average, Poland, POL
-5.5294, 2012, Feb Average, Poland, POL
5.25759, 2012, Mar Average, Poland, POL
8.86025, 2012, Apr Average, Poland, POL
14.7948, 2012, May Average, Poland, POL
16.397, 2012, Jun Average, Poland, POL
19.6069, 2012, Jul Average, Poland, POL
18.6393, 2012, Aug Average, Poland, POL
14.5717, 2012, Sep Average, Poland, POL
8.59254, 2012, Oct Average, Poland, POL
5.45611, 2012, Nov Average, Poland, POL
-2.1752, 2012, Dec Average, Poland, POL
-2.8829, 2013, Jan Average, Poland, POL
-0.3704, 2013, Feb Average, Poland, POL
-1.0717, 2013, Mar Average, Poland, POL
8.00961, 2013, Apr Average, Poland, POL
14.5167, 2013, May Average, Poland, POL
17.2965, 2013, Jun Average, Poland, POL
19.4226, 2013, Jul Average, Poland, POL
19.0105, 2013, Aug Average, Poland, POL
12.512, 2013, Sep Average, Poland, POL
10.4638, 2013, Oct Average, Poland, POL
5.36233, 2013, Nov Average, Poland, POL
2.32916, 2013, Dec Average, Poland, POL
-1.4889, 2014, Jan Average, Poland, POL
2.82461, 2014, Feb Average, Poland, POL
7.01522, 2014, Mar Average, Poland, POL
10.0992, 2014, Apr Average, Poland, POL
13.4729, 2014, May Average, Poland, POL
15.9918, 2014, Jun Average, Poland, POL
20.5855, 2014, Jul Average, Poland, POL
17.6759, 2014, Aug Average, Poland, POL
14.9221, 2014, Sep Average, Poland, POL
10.5462, 2014, Oct Average, Poland, POL
5.30792, 2014, Nov Average, Poland, POL
1.26866, 2014, Dec Average, Poland, POL
1.14935, 2015, Jan Average, Poland, POL
0.84124, 2015, Feb Average, Poland, POL
5.37633, 2015, Mar Average, Poland, POL
8.12106, 2015, Apr Average, Poland, POL
12.8013, 2015, May Average, Poland, POL
16.4928, 2015, Jun Average, Poland, POL
19.4851, 2015, Jul Average, Poland, POL
20.7423, 2015, Aug Average, Poland, POL
14.8849, 2015, Sep Average, Poland, POL
7.96079, 2015, Oct Average, Poland, POL
5.80921, 2015, Nov Average, Poland, POL
4.44127, 2015, Dec Average, Poland, POL
-2.7373, 2016, Jan Average, Poland, POL
3.56709, 2016, Feb Average, Poland, POL
4.3839, 2016, Mar Average, Poland, POL
8.71519, 2016, Apr Average, Poland, POL
14.8397, 2016, May Average, Poland, POL
18.179, 2016, Jun Average, Poland, POL
19.1521, 2016, Jul Average, Poland, POL
18.0739, 2016, Aug Average, Poland, POL
16.0837, 2016, Sep Average, Poland, POL
7.82094, 2016, Oct Average, Poland, POL
3.13667, 2016, Nov Average, Poland, POL
0.92892, 2016, Dec Average, Poland, POL
8.17285, 1991, Jan Average, Portugal, PRT
8.00898, 1991, Feb Average, Portugal, PRT
11.4626, 1991, Mar Average, Portugal, PRT
12.5889, 1991, Apr Average, Portugal, PRT
16.7751, 1991, May Average, Portugal, PRT
20.3433, 1991, Jun Average, Portugal, PRT
23.2503, 1991, Jul Average, Portugal, PRT
24.1547, 1991, Aug Average, Portugal, PRT
21.416, 1991, Sep Average, Portugal, PRT
14.5825, 1991, Oct Average, Portugal, PRT
11.4971, 1991, Nov Average, Portugal, PRT
9.51794, 1991, Dec Average, Portugal, PRT
7.2721, 1992, Jan Average, Portugal, PRT
9.48668, 1992, Feb Average, Portugal, PRT
12.3694, 1992, Mar Average, Portugal, PRT
14.0172, 1992, Apr Average, Portugal, PRT
18.103, 1992, May Average, Portugal, PRT
17.4307, 1992, Jun Average, Portugal, PRT
23.121, 1992, Jul Average, Portugal, PRT
23.1648, 1992, Aug Average, Portugal, PRT
19.605, 1992, Sep Average, Portugal, PRT
14.2809, 1992, Oct Average, Portugal, PRT
12.7237, 1992, Nov Average, Portugal, PRT
10.1023, 1992, Dec Average, Portugal, PRT
8.88733, 1993, Jan Average, Portugal, PRT
9.56576, 1993, Feb Average, Portugal, PRT
11.5021, 1993, Mar Average, Portugal, PRT
12.5232, 1993, Apr Average, Portugal, PRT
14.8034, 1993, May Average, Portugal, PRT
19.7864, 1993, Jun Average, Portugal, PRT
22.781, 1993, Jul Average, Portugal, PRT
22.2675, 1993, Aug Average, Portugal, PRT
18.162, 1993, Sep Average, Portugal, PRT
13.6126, 1993, Oct Average, Portugal, PRT
10.8627, 1993, Nov Average, Portugal, PRT
9.59988, 1993, Dec Average, Portugal, PRT
8.53354, 1994, Jan Average, Portugal, PRT
9.14091, 1994, Feb Average, Portugal, PRT
13.5103, 1994, Mar Average, Portugal, PRT
12.7125, 1994, Apr Average, Portugal, PRT
15.8151, 1994, May Average, Portugal, PRT
20.5807, 1994, Jun Average, Portugal, PRT
22.632, 1994, Jul Average, Portugal, PRT
22.5573, 1994, Aug Average, Portugal, PRT
18.7766, 1994, Sep Average, Portugal, PRT
16.8243, 1994, Oct Average, Portugal, PRT
13.3513, 1994, Nov Average, Portugal, PRT
10.3006, 1994, Dec Average, Portugal, PRT
9.41146, 1995, Jan Average, Portugal, PRT
10.6086, 1995, Feb Average, Portugal, PRT
12.3173, 1995, Mar Average, Portugal, PRT
14.6687, 1995, Apr Average, Portugal, PRT
17.6904, 1995, May Average, Portugal, PRT
19.7088, 1995, Jun Average, Portugal, PRT
22.8186, 1995, Jul Average, Portugal, PRT
23.1406, 1995, Aug Average, Portugal, PRT
18.2677, 1995, Sep Average, Portugal, PRT
18.1328, 1995, Oct Average, Portugal, PRT
13.7107, 1995, Nov Average, Portugal, PRT
10.7203, 1995, Dec Average, Portugal, PRT
9.39327, 1996, Jan Average, Portugal, PRT
8.24539, 1996, Feb Average, Portugal, PRT
11.3232, 1996, Mar Average, Portugal, PRT
14.096, 1996, Apr Average, Portugal, PRT
15.6422, 1996, May Average, Portugal, PRT
21.5355, 1996, Jun Average, Portugal, PRT
22.7999, 1996, Jul Average, Portugal, PRT
21.175, 1996, Aug Average, Portugal, PRT
18.7254, 1996, Sep Average, Portugal, PRT
16.1916, 1996, Oct Average, Portugal, PRT
12.0931, 1996, Nov Average, Portugal, PRT
9.80817, 1996, Dec Average, Portugal, PRT
8.24941, 1997, Jan Average, Portugal, PRT
11.0999, 1997, Feb Average, Portugal, PRT
14.676, 1997, Mar Average, Portugal, PRT
16.1762, 1997, Apr Average, Portugal, PRT
16.3115, 1997, May Average, Portugal, PRT
18.3082, 1997, Jun Average, Portugal, PRT
21.5498, 1997, Jul Average, Portugal, PRT
22.3803, 1997, Aug Average, Portugal, PRT
21.3153, 1997, Sep Average, Portugal, PRT
18.2964, 1997, Oct Average, Portugal, PRT
12.8318, 1997, Nov Average, Portugal, PRT
10.0988, 1997, Dec Average, Portugal, PRT
9.93278, 1998, Jan Average, Portugal, PRT
11.5993, 1998, Feb Average, Portugal, PRT
13.7226, 1998, Mar Average, Portugal, PRT
12.2508, 1998, Apr Average, Portugal, PRT
15.8584, 1998, May Average, Portugal, PRT
20.0874, 1998, Jun Average, Portugal, PRT
22.6142, 1998, Jul Average, Portugal, PRT
23.7085, 1998, Aug Average, Portugal, PRT
20.0452, 1998, Sep Average, Portugal, PRT
15.9593, 1998, Oct Average, Portugal, PRT
12.3729, 1998, Nov Average, Portugal, PRT
8.34122, 1998, Dec Average, Portugal, PRT
8.60998, 1999, Jan Average, Portugal, PRT
9.08999, 1999, Feb Average, Portugal, PRT
11.8335, 1999, Mar Average, Portugal, PRT
14.1692, 1999, Apr Average, Portugal, PRT
16.9865, 1999, May Average, Portugal, PRT
20.2617, 1999, Jun Average, Portugal, PRT
23.0737, 1999, Jul Average, Portugal, PRT
22.423, 1999, Aug Average, Portugal, PRT
19.5913, 1999, Sep Average, Portugal, PRT
16.2512, 1999, Oct Average, Portugal, PRT
11.2475, 1999, Nov Average, Portugal, PRT
9.39849, 1999, Dec Average, Portugal, PRT
7.13467, 2000, Jan Average, Portugal, PRT
11.5877, 2000, Feb Average, Portugal, PRT
12.7842, 2000, Mar Average, Portugal, PRT
11.7822, 2000, Apr Average, Portugal, PRT
16.7567, 2000, May Average, Portugal, PRT
21.1745, 2000, Jun Average, Portugal, PRT
21.7715, 2000, Jul Average, Portugal, PRT
22.4885, 2000, Aug Average, Portugal, PRT
20.4062, 2000, Sep Average, Portugal, PRT
15.7005, 2000, Oct Average, Portugal, PRT
11.2798, 2000, Nov Average, Portugal, PRT
10.7351, 2000, Dec Average, Portugal, PRT
9.92491, 2001, Jan Average, Portugal, PRT
10.5749, 2001, Feb Average, Portugal, PRT
13.0963, 2001, Mar Average, Portugal, PRT
14.0473, 2001, Apr Average, Portugal, PRT
16.3796, 2001, May Average, Portugal, PRT
21.2522, 2001, Jun Average, Portugal, PRT
21.5575, 2001, Jul Average, Portugal, PRT
22.4844, 2001, Aug Average, Portugal, PRT
19.8173, 2001, Sep Average, Portugal, PRT
17.1778, 2001, Oct Average, Portugal, PRT
10.4871, 2001, Nov Average, Portugal, PRT
7.483, 2001, Dec Average, Portugal, PRT
9.91276, 2002, Jan Average, Portugal, PRT
10.5031, 2002, Feb Average, Portugal, PRT
12.2476, 2002, Mar Average, Portugal, PRT
13.5099, 2002, Apr Average, Portugal, PRT
15.2435, 2002, May Average, Portugal, PRT
19.4895, 2002, Jun Average, Portugal, PRT
21.5015, 2002, Jul Average, Portugal, PRT
21.1834, 2002, Aug Average, Portugal, PRT
18.9572, 2002, Sep Average, Portugal, PRT
16.651, 2002, Oct Average, Portugal, PRT
12.1451, 2002, Nov Average, Portugal, PRT
11.0109, 2002, Dec Average, Portugal, PRT
8.78032, 2003, Jan Average, Portugal, PRT
9.0206, 2003, Feb Average, Portugal, PRT
12.7642, 2003, Mar Average, Portugal, PRT
13.7353, 2003, Apr Average, Portugal, PRT
17.7316, 2003, May Average, Portugal, PRT
21.8859, 2003, Jun Average, Portugal, PRT
22.5137, 2003, Jul Average, Portugal, PRT
24.3683, 2003, Aug Average, Portugal, PRT
21.1357, 2003, Sep Average, Portugal, PRT
15.6023, 2003, Oct Average, Portugal, PRT
12.3513, 2003, Nov Average, Portugal, PRT
9.29943, 2003, Dec Average, Portugal, PRT
10.0903, 2004, Jan Average, Portugal, PRT
9.72434, 2004, Feb Average, Portugal, PRT
11.0042, 2004, Mar Average, Portugal, PRT
13.1631, 2004, Apr Average, Portugal, PRT
15.7241, 2004, May Average, Portugal, PRT
22.3587, 2004, Jun Average, Portugal, PRT
23.1589, 2004, Jul Average, Portugal, PRT
22.4285, 2004, Aug Average, Portugal, PRT
20.6842, 2004, Sep Average, Portugal, PRT
16.4274, 2004, Oct Average, Portugal, PRT
11.0235, 2004, Nov Average, Portugal, PRT
8.96727, 2004, Dec Average, Portugal, PRT
7.77599, 2005, Jan Average, Portugal, PRT
7.4261, 2005, Feb Average, Portugal, PRT
11.6378, 2005, Mar Average, Portugal, PRT
14.1082, 2005, Apr Average, Portugal, PRT
17.639, 2005, May Average, Portugal, PRT
22.2908, 2005, Jun Average, Portugal, PRT
22.8111, 2005, Jul Average, Portugal, PRT
23.3465, 2005, Aug Average, Portugal, PRT
20.2758, 2005, Sep Average, Portugal, PRT
17.0062, 2005, Oct Average, Portugal, PRT
11.2028, 2005, Nov Average, Portugal, PRT
9.12872, 2005, Dec Average, Portugal, PRT
7.72941, 2006, Jan Average, Portugal, PRT
8.47102, 2006, Feb Average, Portugal, PRT
12.0346, 2006, Mar Average, Portugal, PRT
14.6685, 2006, Apr Average, Portugal, PRT
18.1572, 2006, May Average, Portugal, PRT
21.003, 2006, Jun Average, Portugal, PRT
24.0194, 2006, Jul Average, Portugal, PRT
23.0275, 2006, Aug Average, Portugal, PRT
21.272, 2006, Sep Average, Portugal, PRT
17.7763, 2006, Oct Average, Portugal, PRT
14.1191, 2006, Nov Average, Portugal, PRT
9.48034, 2006, Dec Average, Portugal, PRT
8.84231, 2007, Jan Average, Portugal, PRT
11.0317, 2007, Feb Average, Portugal, PRT
11.661, 2007, Mar Average, Portugal, PRT
13.9467, 2007, Apr Average, Portugal, PRT
16.4298, 2007, May Average, Portugal, PRT
19.1498, 2007, Jun Average, Portugal, PRT
22.0761, 2007, Jul Average, Portugal, PRT
21.764, 2007, Aug Average, Portugal, PRT
20.3106, 2007, Sep Average, Portugal, PRT
16.7489, 2007, Oct Average, Portugal, PRT
11.9871, 2007, Nov Average, Portugal, PRT
9.1086, 2007, Dec Average, Portugal, PRT
10.4546, 2008, Jan Average, Portugal, PRT
11.663, 2008, Feb Average, Portugal, PRT
11.7732, 2008, Mar Average, Portugal, PRT
14.4131, 2008, Apr Average, Portugal, PRT
15.413, 2008, May Average, Portugal, PRT
20.8509, 2008, Jun Average, Portugal, PRT
22.1493, 2008, Jul Average, Portugal, PRT
22.3815, 2008, Aug Average, Portugal, PRT
19.4993, 2008, Sep Average, Portugal, PRT
15.8273, 2008, Oct Average, Portugal, PRT
10.4801, 2008, Nov Average, Portugal, PRT
8.64142, 2008, Dec Average, Portugal, PRT
8.38616, 2009, Jan Average, Portugal, PRT
9.60579, 2009, Feb Average, Portugal, PRT
13.104, 2009, Mar Average, Portugal, PRT
12.8029, 2009, Apr Average, Portugal, PRT
17.4444, 2009, May Average, Portugal, PRT
21.2111, 2009, Jun Average, Portugal, PRT
22.3856, 2009, Jul Average, Portugal, PRT
23.7448, 2009, Aug Average, Portugal, PRT
21.2708, 2009, Sep Average, Portugal, PRT
18.5633, 2009, Oct Average, Portugal, PRT
13.3436, 2009, Nov Average, Portugal, PRT
9.42478, 2009, Dec Average, Portugal, PRT
8.76062, 2010, Jan Average, Portugal, PRT
8.88719, 2010, Feb Average, Portugal, PRT
10.9792, 2010, Mar Average, Portugal, PRT
14.7977, 2010, Apr Average, Portugal, PRT
16.2606, 2010, May Average, Portugal, PRT
19.9268, 2010, Jun Average, Portugal, PRT
23.9414, 2010, Jul Average, Portugal, PRT
24.182, 2010, Aug Average, Portugal, PRT
20.7084, 2010, Sep Average, Portugal, PRT
16.2331, 2010, Oct Average, Portugal, PRT
11.5436, 2010, Nov Average, Portugal, PRT
9.06998, 2010, Dec Average, Portugal, PRT
9.03301, 2011, Jan Average, Portugal, PRT
9.71835, 2011, Feb Average, Portugal, PRT
11.1973, 2011, Mar Average, Portugal, PRT
15.5931, 2011, Apr Average, Portugal, PRT
17.9087, 2011, May Average, Portugal, PRT
20.5694, 2011, Jun Average, Portugal, PRT
22.0239, 2011, Jul Average, Portugal, PRT
23.0515, 2011, Aug Average, Portugal, PRT
21.2982, 2011, Sep Average, Portugal, PRT
18.2558, 2011, Oct Average, Portugal, PRT
12.6062, 2011, Nov Average, Portugal, PRT
9.32371, 2011, Dec Average, Portugal, PRT
8.73142, 2012, Jan Average, Portugal, PRT
8.53323, 2012, Feb Average, Portugal, PRT
12.5448, 2012, Mar Average, Portugal, PRT
12.2068, 2012, Apr Average, Portugal, PRT
17.7178, 2012, May Average, Portugal, PRT
21.1341, 2012, Jun Average, Portugal, PRT
22.2697, 2012, Jul Average, Portugal, PRT
23.2472, 2012, Aug Average, Portugal, PRT
20.9686, 2012, Sep Average, Portugal, PRT
16.7284, 2012, Oct Average, Portugal, PRT
11.9861, 2012, Nov Average, Portugal, PRT
10.0433, 2012, Dec Average, Portugal, PRT
9.56162, 2013, Jan Average, Portugal, PRT
9.00622, 2013, Feb Average, Portugal, PRT
11.3403, 2013, Mar Average, Portugal, PRT
13.2871, 2013, Apr Average, Portugal, PRT
15.071, 2013, May Average, Portugal, PRT
19.7205, 2013, Jun Average, Portugal, PRT
23.3212, 2013, Jul Average, Portugal, PRT
23.5206, 2013, Aug Average, Portugal, PRT
21.327, 2013, Sep Average, Portugal, PRT
17.6376, 2013, Oct Average, Portugal, PRT
11.6936, 2013, Nov Average, Portugal, PRT
9.06378, 2013, Dec Average, Portugal, PRT
9.93155, 2014, Jan Average, Portugal, PRT
9.6012, 2014, Feb Average, Portugal, PRT
11.9699, 2014, Mar Average, Portugal, PRT
14.7329, 2014, Apr Average, Portugal, PRT
16.9932, 2014, May Average, Portugal, PRT
20.2223, 2014, Jun Average, Portugal, PRT
21.8949, 2014, Jul Average, Portugal, PRT
22.5655, 2014, Aug Average, Portugal, PRT
21.1723, 2014, Sep Average, Portugal, PRT
18.6141, 2014, Oct Average, Portugal, PRT
12.8757, 2014, Nov Average, Portugal, PRT
9.09349, 2014, Dec Average, Portugal, PRT
8.62872, 2015, Jan Average, Portugal, PRT
8.88652, 2015, Feb Average, Portugal, PRT
11.5485, 2015, Mar Average, Portugal, PRT
14.4668, 2015, Apr Average, Portugal, PRT
17.8698, 2015, May Average, Portugal, PRT
21.2303, 2015, Jun Average, Portugal, PRT
23.6022, 2015, Jul Average, Portugal, PRT
22.8537, 2015, Aug Average, Portugal, PRT
19.7688, 2015, Sep Average, Portugal, PRT
16.8756, 2015, Oct Average, Portugal, PRT
13.4716, 2015, Nov Average, Portugal, PRT
10.9685, 2015, Dec Average, Portugal, PRT
10.5401, 2016, Jan Average, Portugal, PRT
10.1133, 2016, Feb Average, Portugal, PRT
10.7139, 2016, Mar Average, Portugal, PRT
12.8616, 2016, Apr Average, Portugal, PRT
16.1185, 2016, May Average, Portugal, PRT
20.7082, 2016, Jun Average, Portugal, PRT
22.9819, 2016, Jul Average, Portugal, PRT
23.8041, 2016, Aug Average, Portugal, PRT
21.2325, 2016, Sep Average, Portugal, PRT
17.3209, 2016, Oct Average, Portugal, PRT
12.0073, 2016, Nov Average, Portugal, PRT
10.0761, 2016, Dec Average, Portugal, PRT
-1.8479, 1991, Jan Average, Slovakia, SVK
-4.8461, 1991, Feb Average, Slovakia, SVK
4.83724, 1991, Mar Average, Slovakia, SVK
6.6173, 1991, Apr Average, Slovakia, SVK
9.90467, 1991, May Average, Slovakia, SVK
15.413, 1991, Jun Average, Slovakia, SVK
18.9725, 1991, Jul Average, Slovakia, SVK
17.478, 1991, Aug Average, Slovakia, SVK
14.4702, 1991, Sep Average, Slovakia, SVK
7.54999, 1991, Oct Average, Slovakia, SVK
3.39059, 1991, Nov Average, Slovakia, SVK
-3.9927, 1991, Dec Average, Slovakia, SVK
-2.0159, 1992, Jan Average, Slovakia, SVK
0.26844, 1992, Feb Average, Slovakia, SVK
3.2766, 1992, Mar Average, Slovakia, SVK
8.34385, 1992, Apr Average, Slovakia, SVK
12.9992, 1992, May Average, Slovakia, SVK
17.1606, 1992, Jun Average, Slovakia, SVK
18.939, 1992, Jul Average, Slovakia, SVK
20.9541, 1992, Aug Average, Slovakia, SVK
13.3622, 1992, Sep Average, Slovakia, SVK
7.28964, 1992, Oct Average, Slovakia, SVK
3.32104, 1992, Nov Average, Slovakia, SVK
-2.4493, 1992, Dec Average, Slovakia, SVK
-1.8041, 1993, Jan Average, Slovakia, SVK
-3.1004, 1993, Feb Average, Slovakia, SVK
1.52256, 1993, Mar Average, Slovakia, SVK
8.26824, 1993, Apr Average, Slovakia, SVK
15.5535, 1993, May Average, Slovakia, SVK
16.0388, 1993, Jun Average, Slovakia, SVK
16.6819, 1993, Jul Average, Slovakia, SVK
17.7857, 1993, Aug Average, Slovakia, SVK
12.9021, 1993, Sep Average, Slovakia, SVK
9.5137, 1993, Oct Average, Slovakia, SVK
-0.5318, 1993, Nov Average, Slovakia, SVK
0.64848, 1993, Dec Average, Slovakia, SVK
1.16373, 1994, Jan Average, Slovakia, SVK
-1.1057, 1994, Feb Average, Slovakia, SVK
5.49419, 1994, Mar Average, Slovakia, SVK
8.52177, 1994, Apr Average, Slovakia, SVK
12.7006, 1994, May Average, Slovakia, SVK
16.369, 1994, Jun Average, Slovakia, SVK
20.6491, 1994, Jul Average, Slovakia, SVK
18.9338, 1994, Aug Average, Slovakia, SVK
15.8848, 1994, Sep Average, Slovakia, SVK
7.08807, 1994, Oct Average, Slovakia, SVK
3.48556, 1994, Nov Average, Slovakia, SVK
-0.5095, 1994, Dec Average, Slovakia, SVK
-2.8598, 1995, Jan Average, Slovakia, SVK
2.8878, 1995, Feb Average, Slovakia, SVK
2.75093, 1995, Mar Average, Slovakia, SVK
7.92651, 1995, Apr Average, Slovakia, SVK
12.2413, 1995, May Average, Slovakia, SVK
15.5499, 1995, Jun Average, Slovakia, SVK
20.2502, 1995, Jul Average, Slovakia, SVK
17.4255, 1995, Aug Average, Slovakia, SVK
12.4203, 1995, Sep Average, Slovakia, SVK
9.90772, 1995, Oct Average, Slovakia, SVK
-0.0345, 1995, Nov Average, Slovakia, SVK
-3.0188, 1995, Dec Average, Slovakia, SVK
-4.9478, 1996, Jan Average, Slovakia, SVK
-5.0277, 1996, Feb Average, Slovakia, SVK
-0.9343, 1996, Mar Average, Slovakia, SVK
8.20477, 1996, Apr Average, Slovakia, SVK
14.301, 1996, May Average, Slovakia, SVK
16.7429, 1996, Jun Average, Slovakia, SVK
16.1275, 1996, Jul Average, Slovakia, SVK
17.298, 1996, Aug Average, Slovakia, SVK
10.2446, 1996, Sep Average, Slovakia, SVK
9.09355, 1996, Oct Average, Slovakia, SVK
5.40304, 1996, Nov Average, Slovakia, SVK
-5.0925, 1996, Dec Average, Slovakia, SVK
-5.0887, 1997, Jan Average, Slovakia, SVK
0.18355, 1997, Feb Average, Slovakia, SVK
2.90647, 1997, Mar Average, Slovakia, SVK
4.858, 1997, Apr Average, Slovakia, SVK
13.635, 1997, May Average, Slovakia, SVK
16.4561, 1997, Jun Average, Slovakia, SVK
16.7061, 1997, Jul Average, Slovakia, SVK
18.0604, 1997, Aug Average, Slovakia, SVK
13.3204, 1997, Sep Average, Slovakia, SVK
6.33662, 1997, Oct Average, Slovakia, SVK
3.42695, 1997, Nov Average, Slovakia, SVK
-0.0351, 1997, Dec Average, Slovakia, SVK
0.05683, 1998, Jan Average, Slovakia, SVK
2.68162, 1998, Feb Average, Slovakia, SVK
1.96065, 1998, Mar Average, Slovakia, SVK
9.62876, 1998, Apr Average, Slovakia, SVK
12.8812, 1998, May Average, Slovakia, SVK
17.2966, 1998, Jun Average, Slovakia, SVK
17.924, 1998, Jul Average, Slovakia, SVK
17.9959, 1998, Aug Average, Slovakia, SVK
13.058, 1998, Sep Average, Slovakia, SVK
8.92972, 1998, Oct Average, Slovakia, SVK
0.14768, 1998, Nov Average, Slovakia, SVK
-4.9744, 1998, Dec Average, Slovakia, SVK
-1.9623, 1999, Jan Average, Slovakia, SVK
-1.7755, 1999, Feb Average, Slovakia, SVK
4.76711, 1999, Mar Average, Slovakia, SVK
9.4864, 1999, Apr Average, Slovakia, SVK
12.9285, 1999, May Average, Slovakia, SVK
16.6139, 1999, Jun Average, Slovakia, SVK
19.0099, 1999, Jul Average, Slovakia, SVK
